date,IBM,AAPL,GOOG,BA,JPM,GS,KO,JNJ,AXP,UNP,LDOS,LMT,PFE,CVX,LHX,ATO,LLY,OXY,CVS,TSLA,F,NVDA,AMD,INTC,ACN,FDS,ATVI,VMC,DD,NUE,EMN,MCD,X,EQIX,STOR,MRO,STZ,PM,TAP,COST,GIS,HRL,CNP,CAT,MMM,GE,LVMHF,TGT,CZR,LVS,FITB,BLK,NOVN,BABA,JD,BIDU,TCEHY,DRI,DHI,PARA,KKR,BX,NCLH,CALM,DPZ,ELY,LULU,MTH,ILMN,WTW,CPT,CME,ISRG,ZTS,MRK,BMY,PSX,MU,AIG,EA,FB,SBUX,MAR,REGN,BIIB,VRTX,ALB,AMZN,LYV,PEGA,MVIS,VEEV,CYBR,GME,DHR,T,IDXX,A,CNC,MOS,NEE,AWK
12/07/2021,121.58,171.18,2960.73,208.83,162.57,400.11,55.21,163.36,166.95,247.47,89.82,339.17,51.72,117.92,214.68,94.88,245.11,31.12,92.93,1051.75,19.96,324.27,144.85,52.57,371.34,466.83,58.77,199.76,77.54,114.01,113.57,259.91,23.52,812.86,34.24,16.31,233.83,90.41,46.69,542.02,64.57,42.43,27.88,204.49,176.55,97.55,826.57,245.63,90.38,37.07,44.08,920.92,74.64,125.54,78.09,149.89,59.73,148.12,106.16,31.38,77.7,139.33,20.12,36.56,537.43,28.37,434.95,120.65,369.43,231.61,171.34,231.25,340.49,225.7,72.28,57.13,72.48,85.83,55.19,126.15,322.81,116.26,156.53,654.04,234.72,206.61,259.53,3523.29,108.63,112.94,7.04,269.98,155.64,177.81,313.35,23.08,611.43,153.8,73.4,35.87,90.41,176.52
12/08/2021,123.02,175.08,2974.41,211.03,160.71,397.32,55,164.34,168.93,247.6,90.48,341.08,51.4,118.45,216.63,94.41,244.32,30.77,93.1,1068.96,19.81,318.26,145.24,51.75,374.53,474.48,59.27,200.52,78.26,112.81,117,259.58,23.59,814.46,34.63,16.19,234.68,89.89,46.11,530.11,64.21,42.79,27.63,204.19,176.04,98.28,829.42,239.6,93.25,38.71,43.96,923.86,74.66,125.08,78.29,148.93,60.34,150.64,106.98,31.84,76.98,135.34,21.77,36.29,534.17,28.75,426,119.58,375.98,235,173.62,231.97,340.8,229.62,73.21,57.6,71.85,86.02,54.97,126.37,330.56,116.25,157.64,665.72,232.43,208.41,264.64,3523.16,110.48,115.33,7.16,272.82,160.9,173.65,318.26,23.17,618.55,156.31,73.88,36.02,90.32,176.76
12/09/2021,123.57,174.56,2962.12,207.56,160.46,396.49,54.86,165.9,168.02,247.25,88.56,343.6,52.08,118.14,216.52,95.23,242.9,30.24,97.31,1003.8,19.57,304.9,138.1,50.48,371.45,462.67,59.07,201.32,78.64,112.89,116.25,262.34,23.04,798.8,33.91,16.04,233.5,89.5,45.57,524.33,63.97,44.8,27.54,204.13,175.94,97.83,827,237.56,90.81,38.11,43.75,919.08,74.54,123.91,79.57,148.69,59.51,149.5,106.96,31.07,75.76,133.99,21.41,36.07,530.29,28.16,416.92,118.87,371.34,232.35,171.64,227.64,340.34,230.16,72.86,57.54,72.3,84.93,54.81,125,329.82,115.35,157.15,669.52,232.62,208.06,257.47,3483.42,110.73,112.98,6.78,267.33,158.11,155.76,319.28,22.94,607.58,154.61,74.87,35.73,89.91,175.82
12/10/2021,124.09,179.45,2973.5,205.06,159.82,391.06,56.28,165.49,167.03,248.46,88.1,344.88,52.78,118.34,216.8,95.74,244.14,30.77,98.86,1017.03,21.45,301.98,138.55,50.59,379.44,466.07,58.6,205.46,80.04,113.21,117.3,264.97,22.73,797.89,33.79,16.22,235.32,90.04,46.23,558.82,64.76,46,27.87,203.46,177.1,96.95,823.35,238.18,88.98,37.66,43.76,925.16,74.71,125.06,79.71,149.34,59.44,151.81,109.65,31.22,75.34,133.8,21.54,36.2,534.42,28.08,409.58,121.43,374.52,233.77,173.69,228.4,344.96,231.45,72.62,56.36,72.52,85.54,54.39,125.64,329.75,116.73,160.81,660.15,234.5,208.15,262.87,3444.24,111.87,113.4,6.39,265.79,152.87,159.01,317.49,22.84,607.9,156.26,78.45,36.74,90.28,176.14
12/13/2021,122.58,175.74,2934.09,197.4,157.92,384.64,57.76,168.45,163.3,245.74,89.65,345.55,55.2,115.88,217.94,97.35,248.53,29.23,98.9,966.41,20.43,281.61,133.8,50,377.72,466.54,58.7,203.87,77.63,115.55,114.8,263.09,22.21,816.17,34.19,15.39,237.37,91.67,46.02,557.22,65.93,47.28,28,201.25,174.58,93.13,825.08,234.17,85.22,36.93,42.4,917.66,75,122.24,78.05,144.55,58.98,147.79,108.02,30.33,72.39,129,20.59,36.19,537.36,27.58,403.75,120.02,379.54,231.94,175.75,227.9,340.36,232.36,73.42,59.05,69.64,84.35,53.84,126.77,334.49,115.56,153.68,670.97,230.76,209.24,248.8,3391.35,108.6,115.87,6.01,266.83,154.44,136.88,318.51,22.44,605.34,156.29,78.15,35.87,91.74,180.9
12/14/2021,123.76,174.33,2899.41,195.5,159.13,388.82,57.8,170.29,162.85,244.61,88.27,345.64,55.54,116.22,213,97.14,249.38,28.74,98.78,958.51,20.05,283.37,135.6,49.7,369.73,461.89,59.52,204.14,77.64,118.42,115.87,262.52,22.98,805.83,33.76,15.18,236.81,91.92,45.87,545.34,65.91,47.9,27.82,201.64,174.72,92.11,829.9,235.28,86.16,36.37,43.12,902.38,79.3,126.58,77.65,142.89,58.77,149.13,104.74,29.6,73.04,126.71,20.34,35.97,523.15,27.09,395.09,115.06,386.38,232.17,173.47,227.55,328.24,228.07,73.72,59.51,70.73,83.29,54.66,126.85,333.74,114.71,154.01,657.93,235.88,211.13,243.83,3381.83,108.19,111.73,5.9,262,154.44,147.69,307.7,22.29,596.35,151.88,81.85,35.81,90.03,179.3
12/15/2021,123.11,179.3,2947.37,195.43,157.94,389.91,58.06,171.14,162.24,247.12,87.76,344.42,58.8,115.56,213,98.52,275.28,28.52,100.55,975.99,20.19,304.59,146.5,50.67,375.3,469.34,60.26,206.26,78.34,108.22,117.92,264.52,22.6,817.09,34.03,15.15,241.04,92.73,44.92,565.48,67.34,48.59,28.09,202.55,175.78,92.08,840,236.65,87.16,36.01,43.42,914.91,79.8,122.47,73.66,141.41,57.64,149.03,107.37,29.56,73.94,127.87,20.07,36.68,523.92,26.93,402.48,119.2,391.74,234.65,176.89,227.65,331.66,232.08,75.29,60.61,70.52,85.66,54.36,128.9,341.66,114.68,151.18,631.74,235.52,212.61,239.79,3466.3,106.42,108.49,6.12,263.47,163.68,148.59,314.98,22.17,611.56,154.31,83.33,36.38,92,182.27
12/16/2021,125.93,172.26,2896.77,190.79,160.41,397.37,58.65,173.01,163,248.35,89.02,344.84,61.25,116.64,210.76,100.35,279.04,28.38,101.22,926.92,20.35,283.87,138.64,50.83,400.6,471.4,61.49,205.35,78.71,113.9,120.1,265.55,23.45,822.9,33.94,15.36,241.61,94.38,45,552.63,68.86,49.19,27.98,206.17,178.31,92.53,843.26,224.78,85.88,35.11,43.53,921.55,78.61,120.25,72.68,140.17,56.79,147.13,104.47,29.74,71.09,123.93,19.34,36.63,532.2,25.94,390.62,116.06,378.87,233.16,174.49,229.09,334.53,232.81,75.91,62.17,70.96,82.69,55.28,129.39,334.9,113.59,150.76,619.28,237.43,214.54,230.92,3377.42,101.4,104.2,5.85,254.23,162.23,144.59,318.49,23.71,607.56,150.8,83,36.47,92.23,182.93
12/17/2021,127.4,171.14,2856.06,192.63,156.76,381.8,57.73,168.23,160.01,242.69,86.73,344.14,59.48,113.6,207.93,98.83,267.42,28.04,100.36,932.57,19.77,278.01,137.75,50.62,396.24,473.12,61.36,204.74,76.51,118,118.68,261.7,23.08,822.26,33.6,15.15,242.25,93.45,44.74,547.61,67.65,48.17,26.98,201.37,174.75,91.45,819.225,223.31,87.91,35.44,42.26,913.57,79.36,122.1,71.04,142.09,56.24,139.83,103.02,29.52,71.58,123.27,20.33,36.13,528.38,25.99,384.66,112.44,384.92,232.88,171.61,224.78,337.4,234.31,75.69,61.56,71.8,83,54.11,127.52,333.79,108.63,150.19,603.14,236.96,215.41,229.87,3400.35,105.14,105.1,6.04,256.93,164.32,155.64,313.41,23.78,616.88,151.42,83.02,36.46,90.94,183.11
12/20/2021,127.06,169.75,2848.03,188.48,153.94,371.61,57.54,167.75,155.89,240.64,84.44,337.42,61.02,113.65,202.02,99.33,263.48,26.98,100.32,899.94,19.42,277.19,135.8,49.6,385.78,470.97,61.8,198.78,75.21,111.13,115.76,261.73,22.15,822.35,32.7,14.86,239.45,92.86,43.38,548.56,67.79,48.47,27,195.46,172.64,89.98,816.75,219.19,86.3,34.15,41.18,897.29,79.35,115,68.19,137.56,54.82,138.06,101.38,28.68,70.58,119.72,20.74,36.11,530.61,24.43,370.57,110.2,374.2,231.95,171.95,221.91,332.11,234.26,76.41,61.72,69.43,82.03,52.91,129.92,325.45,108.09,149.68,606.81,234.65,218.6,218.13,3341.58,106.87,101.24,5.66,250.72,164.88,157.14,314.29,24.19,604.11,150.42,82.42,35.54,89.94,182.62
12/21/2021,128.97,172.99,2884.41,199.52,156.09,380.32,57.77,167.21,160.91,242.22,86.43,340.77,58.95,115.47,207.13,99.46,264.88,28.6,100.79,938.53,19.61,290.75,144.25,50.77,392.89,474.83,63.59,202.35,76.49,112.52,115.27,264.39,22.63,804.58,33.67,15.76,241.32,93.04,44.54,545.43,65.06,47.51,27.3,198.31,172.92,93.06,799.28,220.07,93.85,37.02,42.51,910.87,80.02,122.98,73.41,144.82,57.94,142.91,103.49,29.35,72.16,123.42,22.19,35.76,529.96,27.03,383.31,113.74,379.46,236.25,172.5,225.2,348.09,237.64,75.54,61.45,72.14,90.68,55.14,132.17,334.2,110.37,158.32,617.48,234.48,222.77,224.15,3408.34,114.22,108.04,5.78,263.45,170.25,158.12,313.92,24.47,624.06,153.96,82.99,37.33,90.45,181.27
12/22/2021,129.75,175.64,2938.98,201.69,156.7,382.33,58.18,167.93,162.47,242.89,86.41,343.14,59.55,116.13,206.75,102.12,266.5,28.92,100.9,1008.87,20.14,294,143.88,50.97,403.69,477.43,64.1,205.69,77,113.64,116.16,264.94,22.92,818.73,33.87,16.04,243.21,92.91,44.66,549.67,65.7,47.7,27.48,202.15,172.64,93.07,810.08,217.74,93.42,37.03,42.7,911.54,80.2,117.81,73.75,143.46,56.96,145.13,105.58,29.18,74,130.51,22.62,36.2,534.83,27.02,388.79,117.7,378.8,237.01,174.46,227.2,362.21,241.57,76.16,62.1,71.62,90.34,55.27,131.47,330.45,111.74,162.58,625.38,235.41,223.45,225.23,3420.74,116.92,109.45,5.76,261.25,172.23,154,319.68,24.78,640.03,156.78,84.37,38.72,90.8,183.37
12/23/2021,130.63,176.28,2942.85,204.22,157.26,385.04,58.22,168.25,164.19,245.64,87.35,347.02,58.71,116.41,208.26,102.73,273.1,28.85,101.31,1067,20.25,296.4,146.14,51.31,403.31,479.51,65.16,206.36,78.54,114.3,117.39,265.95,23.15,818.76,34.04,16,244.04,92.93,45.59,550.37,65.99,47.77,27.52,206.2,174.97,94,815.08,221.01,94.76,38.59,43.07,913.92,80.85,118.66,68.65,144.12,60.26,148.84,104.92,30.58,75.74,135,22.72,36.49,545.84,27.01,391.56,116.98,382.29,236.46,173.49,228.96,363.94,242.51,75.73,62.05,71.9,94.42,56.57,132.54,335.24,112.37,165.19,634.77,234.19,222.34,227.9,3421.37,118.54,110.46,5.91,260.61,171.35,152.14,320.79,24.87,645.02,157.8,84.72,39.18,90.7,182.08
12/27/2021,131.62,180.33,2961.28,203.17,158.16,388.04,58.65,169.67,164.39,247.95,87.87,350.28,59.2,118.79,210.33,104.06,278.41,29.64,102.4,1093.94,20.8,309.45,154.36,51.94,415.33,485.62,65.45,207.49,79.81,116.65,118.99,268.24,23.71,835.11,34.78,16.56,246.8,93.54,45.68,563.47,66.06,47.98,27.58,206.38,176.7,94.62,793.75,224.1,94.15,37.87,43.7,922.57,80.33,116.59,67.71,143.77,59.38,150.23,106.21,30.12,77.25,135.1,22.14,36.9,557.21,27.51,400.75,118.12,384.66,239.06,176.56,229.43,364.58,246.51,76.57,62.29,72.79,94.43,56.9,133.04,346.18,114.22,166.71,638.46,235.99,221.93,233.1,3393.39,120.19,112.69,5.87,262.86,174.64,148.31,327.41,24.78,654.84,158.74,84.37,40,91.32,183.58
12/28/2021,132.63,179.29,2928.96,206.13,158.64,387.61,58.88,170.35,164.41,249.23,88.26,353.75,58.01,118.56,212.16,103.43,276.43,29.48,102.77,1088.47,20.76,303.22,153.15,51.76,415.27,487.73,66.67,208.84,80.45,114.45,119.8,267.88,23.41,838.01,34.61,16.48,248.99,93.86,45.77,564.64,66.89,48.43,27.85,206.62,177.64,95.3,778.05,224.91,92.78,37.65,43.78,921.82,80.28,114.8,65.87,140.88,57.13,149.37,106.95,30.12,76.73,131.38,21.91,38.3,557.77,27.3,400.07,118.69,380.07,238.72,176.79,230.12,364.54,244.25,76.81,62.35,73.93,92.94,56.67,133.47,346.22,115.57,166.75,647.28,258.31,223.32,232.8,3413.22,120.09,111.95,5.39,258.41,174.85,146.46,323.44,24.82,651.28,159.18,84.45,39.86,91.88,186.14
12/29/2021,133.35,179.38,2930.09,203.66,158.56,386.2,58.95,171.55,163.83,251.03,88.36,354.27,57.58,117.95,212.37,104.83,278.42,29.26,103.7,1086.19,20.56,300.01,148.26,51.83,415.42,488.85,67.16,208.97,80.59,114.89,120.27,268.49,23.29,842,34.82,16.57,249.78,94.3,45.95,567.77,67.02,48.53,27.95,207.33,178.41,94.79,770.69,227.92,92.38,37.19,43.9,909.72,80.33,112.09,65.63,136.3,56.82,149.02,108.36,29.99,74.5,128.51,21.58,36.25,562.4,27.35,401,120.63,377.85,238.43,177.66,229.11,365.27,247.03,76.95,62.29,72.85,96.17,56.78,133.14,342.94,116.38,166.55,642.51,240,222.45,232.53,3384.02,119.83,112.96,5.1,258.87,174.33,153.93,326.58,24.64,655.69,160.65,84.22,39.96,91.99,187.39
12/30/2021,133.91,178.2,2920.05,202.71,158.48,385.52,58.78,172.31,164.16,249.54,88.86,353.58,58.4,117.43,212.94,104.49,277.25,28.97,103.68,1070.34,20.47,295.86,145.15,51.74,413.83,484.74,67.49,206.83,80.13,113.85,119.7,267.21,23.23,845.49,34.67,16.35,249.39,94.26,45.9,563.91,67.05,48.57,27.83,206.08,177.64,94.7,798.81,231.91,92.99,37.68,43.6,913.76,80.47,122.99,70.4,150.61,59.2,149.33,107.51,31.12,74.77,128.5,21.02,36.58,557.41,27.63,398.69,120.09,384.24,237.12,178.18,228.66,363.3,245.16,77.14,62.52,72.45,93.89,56.74,134.46,344.36,116.24,164.86,631.52,239.92,219.6,234.35,3372.89,119.71,113.79,5.21,260.01,176.78,155.33,328.47,24.78,661.32,160.88,83.99,39.21,92.77,188.03
12/31/2021,133.66,177.57,2893.59,201.32,158.35,382.55,59.21,171.07,163.6,251.93,88.9,355.41,59.05,117.35,213.24,104.77,276.22,28.99,103.16,1056.78,20.77,294.11,143.9,51.5,414.55,486.01,66.53,207.58,80.78,114.15,120.91,268.07,23.81,845.84,34.4,16.42,250.97,95,46.35,567.7,67.38,48.81,27.91,206.74,177.63,94.47,803.25,231.44,93.53,37.64,43.55,915.56,81.1,118.79,70.07,148.79,58.3,150.64,108.45,30.18,74.5,129.39,20.74,36.99,564.33,27.44,391.45,122.06,380.44,237.49,178.68,228.46,359.3,244.03,76.64,62.35,72.46,93.15,56.86,131.9,336.35,116.97,165.24,627.1,244.14,222.53,233.77,3334.34,119.69,111.82,5.01,255.48,173.28,148.39,329.01,24.6,658.46,159.65,82.4,39.29,93.36,188.86
01/03/2022,136.04,182.01,2901.49,207.86,161.7,395.33,59.3,171.54,168.21,247.77,90.26,354.36,56.65,119.26,211.57,105.01,271.73,31.06,104.16,1199.78,21.77,301.21,150.24,53.21,407.21,476.02,67.42,207.9,80.66,113.04,119.63,268.58,23.93,836.11,34.6,16.87,252.82,95.73,47.35,566.71,67.26,49.13,27.62,207,177.74,96.24,782.3,231.95,93.47,38.85,44.67,911.73,81.6,120.38,68.33,149.1,58.24,148.78,105.26,32.24,73.52,126.63,22.18,37.7,553.22,27.73,387.56,118.63,380.87,235.57,176.45,225.46,360,234.03,76.87,61.88,75.74,95.75,57.39,134.95,338.54,116.68,163.91,616.82,241.73,221.86,236.67,3408.09,121.14,110.25,5.51,256.31,170.76,152.84,315.76,25.43,631.01,156.48,82.65,40.19,91.66,184.14
01/04/2022,138.02,179.7,2888.33,213.63,167.83,407.48,60.29,171.08,173.61,252.03,91.88,361.99,54.53,121.43,214.01,106.26,266.81,33.38,104.29,1149.59,24.31,292.9,144.42,53.14,404.3,472.46,67.2,210.53,82.54,117.07,122.16,268.51,24.68,814.63,34.37,17.61,254.6,96.34,48.9,564.23,67.89,49.01,27.45,218.08,180.23,99.37,764.92,234.17,89.95,38.66,46.57,917.22,81.73,119.56,64.2,146.53,57.37,151.6,105.72,33.05,74.31,124.94,22.47,38.49,535.28,27.8,380.82,119.49,372.36,238.67,176.32,227.27,354.63,225.12,77.01,62.13,78.57,96.34,59,135.76,336.53,114.24,168.01,595.12,239.27,221.42,242.58,3350.44,120.72,109.42,5.66,255.02,164.45,148.91,307.26,25.64,605.42,151.19,81.08,40.5,90.68,179.42
01/05/2022,138.22,174.92,2753.07,213.07,163.78,398.63,60.79,172.22,171.76,252.79,91.56,358.14,55.63,122.22,209.38,106.6,260.65,31.81,105.81,1088.12,23.66,276.04,136.15,53.87,397.18,451.29,66.29,208.48,81.79,122.72,122.14,267.19,25.26,789.1,33.7,17.21,253.36,95.95,49.41,549.92,68.8,49.64,27.39,219.75,179.49,99.37,753.08,228.86,84.15,36.97,46.43,891.77,82.39,121.16,63.02,143.88,54.8,149.93,103.07,32.72,68.98,117.79,21.66,38.74,520.53,27.12,362.48,116.01,367.88,237.01,172.87,226.43,341.95,216.56,78.88,62.16,78.32,94.4,58.19,133.8,324.17,110.44,164.37,598.44,237.3,221.65,235.64,3287.14,117.47,97.26,4.94,241.57,159.71,129.37,305.3,26.21,583.46,148.6,79.79,39,89.73,178.1
01/06/2022,135.34,172,2751.02,211.34,165.52,396.93,60.47,171.63,172.9,253.49,90.97,358,54.84,123.26,217.55,105.77,259.33,32.76,102.59,1064.7,24.46,281.78,136.23,54.01,378,449.43,63.82,209.95,81.99,116.6,122.15,269.69,24.77,775.08,34.3,18.03,244.79,97.41,49.78,549.8,68.49,49.33,27.65,221.99,178,99.95,767,231.35,86.6,37.83,48.37,895.49,82.7,126.63,66.78,150.75,56.32,147.42,101.5,32.72,70.59,119.16,21.34,38.78,524.41,27.1,368.77,111.17,378.93,234.34,170.96,225.71,334.18,217.42,78.83,61.48,80.48,95.65,59.19,129.69,332.46,111.14,165.22,603.73,232.6,221.85,233.38,3265.08,119.34,99.95,4.48,241.67,158.35,131.03,303.92,26.11,576.36,149.12,76.34,39.41,85.77,175.3
01/07/2022,134.83,172.17,2740.09,215.5,167.16,397.51,60.33,173.95,174.38,254.78,91.51,360.14,55.72,125.03,219.77,105.29,259.5,33.21,104.19,1026.96,24.44,272.47,132,53.44,370.75,441.87,64.04,207.92,83.19,114.44,122.41,267.06,25.4,774.94,34.24,18.24,246.18,99.14,50.64,536.18,68.57,49.85,27.66,224.19,179.95,101.4,790.5,230.78,89.66,37.9,48.8,892.27,81.9,129.81,68.24,153.33,57.15,145.66,95.24,35.39,69.5,116.65,22.2,38.88,508.43,26.52,355.21,106.46,370.36,231.56,166.89,225.04,324.29,211.09,80.3,62.83,81.96,94.45,60.74,131.78,331.79,107.57,166.66,621.27,235.31,223.96,236.02,3251.08,115.86,99.21,4.28,231.47,158.13,140.62,295.67,26.29,550.3,145.15,76.34,40.18,86.41,173.5
01/10/2022,135.03,172.19,2771.48,209.31,167.32,399.17,60.43,173.09,173.74,250.28,89.71,363.25,56.24,125.11,223.44,105.15,260.11,32.38,105.06,1058.12,23.85,274,132,55.21,373,442.91,63.11,200.08,81.97,111.86,119.64,264.41,24.69,764.33,33.85,17.74,247.08,100.28,49.29,518.8,68.77,49.85,27.69,221.64,177.41,99.42,803.65,227.42,88.3,36.43,48.8,873.34,82.5,128.3,69.6,152.36,58.14,146.98,95.72,34.91,69.31,114.72,21.71,40.06,502.65,26.96,348.43,107.79,362.28,232.62,165.49,222.8,325.53,212.6,82.37,65.1,83.86,93.89,61.41,128.9,328.07,106.03,162.05,626.09,241.52,226.15,226.97,3229.72,115.32,98.69,4.14,239.86,157.73,131.15,303.03,26.46,558.65,145.16,77.84,40.04,84.29,170.03
01/11/2022,132.87,175.08,2800.35,216.02,167.49,403.05,60.45,171.25,175.38,246.42,90.81,364.14,56.69,127.97,222.02,104.64,262.32,34.7,106.04,1064.4,24.35,278.17,137.31,55.91,375.11,444.51,65.85,200.44,83.03,110.84,121.4,262.12,24.39,766.88,33.71,18.66,252.69,100.99,49.25,522.03,68.53,49.69,27.4,219.95,178.98,101.79,818.87,227.55,89.98,38.85,49.05,888.19,82.32,132.19,76.76,156.7,60.7,145.1,98.73,34.96,71.68,121.3,22,39.89,486.42,27.96,346.75,109.43,423.8,233.96,165.66,223.44,328.02,212.8,81.67,65.48,86.15,94.2,61.77,130.8,334.37,104.04,165.2,631.44,225.34,226.14,240.17,3307.24,116,104.07,4.26,240.04,161.67,130.3,305.33,26.34,555.06,146.64,80.02,40.36,84.79,168.31
01/12/2022,133.59,175.53,2832.96,217.45,168.44,390.31,60.54,169.79,174.47,247,89.81,361.3,56.65,127.33,220.09,104.2,255.92,34.75,105.78,1106.22,24.47,279.99,137.47,55.74,377.19,447.77,64.81,202.88,83.72,114.72,122.89,260.92,25.7,764.46,33.91,18.71,248.12,101.44,48.58,525.8,68.33,49.03,27.42,222.4,179.42,102.24,828.01,224.47,87.95,38.95,49.2,885.11,82.45,137.41,76.4,159.36,62.56,143.55,99.43,34.97,72.14,122.34,22.22,39.09,486.89,27.24,352.72,109.71,413.37,233.77,168.74,226.18,323.16,212.81,81.2,64.82,86.3,95.11,61.37,132.5,333.26,103.87,164.86,616.11,236.67,226.58,241.07,3304.14,114,103.04,4.15,239.7,158.55,128.06,306.38,26.45,554.63,149.51,80.32,41.91,85.09,169.18
01/13/2022,134.76,172.19,2782.62,223.9,168.23,390.8,60.9,168.76,173.29,247.62,92.48,365.18,55.54,126.8,222.6,105.99,249.67,34.15,105.34,1031.56,25.02,265.75,132.74,54.94,361.37,434.09,64.17,199.07,84.01,112.72,126.47,261.41,25.42,748.12,33.85,18.57,247.03,102.1,50.28,516.88,68.9,49.51,27.55,227,181.02,102.46,827.92,225.83,84.76,37.66,49.54,867.58,82.1,131.37,71.44,152.51,59.54,144.68,99.76,36.19,69.86,118.94,23.11,39.91,481.4,26.62,336.27,116.07,399.51,231.21,168.68,223.73,313.21,207,81.32,64.6,86.78,95.62,61.87,130.84,326.48,102.4,164.51,615.24,239.3,234.06,235.23,3224.28,113.87,99.02,3.87,227.15,145.39,122.48,292.05,26.8,534.2,145.17,79.88,41.61,84.9,168.09
01/14/2022,134.21,173.07,2795.73,225.96,157.89,380.94,61.39,167.84,168.4,246.27,94.07,372.62,54.95,128.96,227.86,106.05,244.12,35.51,106.22,1049.61,25.19,269.42,136.88,55.7,353.36,427.11,65.39,192.23,84.97,110.82,127.54,257.71,25.39,746.76,33.45,19.47,248.64,103.38,51.69,502.99,69.9,49.08,27.61,228.94,178.74,103.16,808.09,221.4,82.84,42.99,50.45,848.6,81.46,131.57,73.72,154.53,60.67,143,98.53,36.82,69.4,116.12,22.96,41.13,473.04,25.92,328.98,115.29,405.14,229.12,165.59,223.19,307.74,206.18,81.38,64.93,88.58,97.36,61.91,130.44,331.9,100.12,162.8,611.22,233.81,231.07,233.67,3242.76,114.81,99.53,3.86,223.85,144.28,116.65,293.31,27.18,529.35,144.68,80.55,43.23,83.2,163.57
01/18/2022,132.94,169.8,2725.81,225.01,151.27,354.4,60.9,167.1,166.17,238.04,93.22,376.54,54.11,129.38,228.95,105.41,247.07,36.03,104.51,1030.51,24.38,259.03,131.93,54.76,348.28,428.71,82.31,190.59,83.77,106.7,127.69,256.48,24.01,742.94,32.65,19.43,243.44,101.73,51.65,488.07,69.26,49.23,27.34,229.87,178.28,102.89,812.93,220.01,79.16,43.1,49.62,832,81.39,128.6,73.4,152.94,57.55,139.37,93.42,35.21,67.96,113.92,21.94,41.8,466.46,24.37,332.53,108.53,383.13,227.16,164.67,223.5,295.49,202.7,81.54,64.89,88.66,92.87,60.9,133.91,318.15,97.73,159.51,618.11,230.81,230.84,226.3,3178.35,115.21,96.25,3.48,218.27,141.71,108.91,288.4,27.31,518.17,140.47,78.69,43.61,81.25,162.01
01/19/2022,131.58,166.23,2713.04,217.08,148.93,347.32,61,166.58,161.39,239.49,93.63,377.33,53.54,128.91,227.67,105.34,245.05,35.83,103.45,995.65,22.45,250.67,128.27,53.62,343.74,429.5,82.15,188.22,81.58,104.25,127.51,255.22,22.59,730.49,31.93,19.1,242.81,101.49,50.24,490.16,69.15,49.15,27.35,221.66,178.48,100.62,822.75,223.84,77.8,43.92,47.97,825.5,79.87,127.74,72.3,154.48,57.6,138.56,90.33,35.07,66.88,112.26,21.38,42,469.39,24.42,330.95,104.8,384.36,226.56,162.5,229.62,293.46,200.58,81.29,64.72,87.24,90,58.84,136.91,319.59,96.87,154.2,614.38,225.91,228.61,219.69,3125.98,113.28,96.47,3.45,220.13,141.77,106.57,287.03,27.28,519.13,140.43,77.61,41.94,82.59,161.02
01/20/2022,130.82,164.51,2670.13,214.19,147.66,348.1,60.75,165.25,160.92,242.07,93.06,375.13,54.05,128.45,224.46,105.02,243.13,34.95,102.39,996.27,21.65,241.5,121.89,52.04,342.69,425.6,81.76,188.22,79.18,100.34,122.17,253.13,21.3,730.51,31.06,18.68,243.4,102.02,49.37,482.82,68.48,48.92,27.21,216.63,173.57,98.25,808.64,221.72,76.98,43.61,46.62,826.55,76.75,131.03,77,162.03,60.5,136.03,88.36,33.73,67.08,111.56,21.03,41.07,452.27,23.9,322.53,101.81,380.44,228.24,158.5,231.2,292.73,201.96,80.75,64.58,85.5,85.07,58.84,138.88,316.56,95.72,156.7,621.4,220.52,228.08,217.15,3033.35,112.44,96.51,3.27,222.68,140,102.67,282.96,27.02,511.15,139.48,78.95,40.53,83.51,162.7
01/21/2022,129.35,162.41,2601.84,205.44,145.08,343.91,60.45,164.87,158.74,246.33,92.18,371.2,52.79,126.91,220.75,104.59,243.06,33.75,101.56,943.9,20.65,233.74,118.81,52.04,335.63,420.12,81.35,186.02,77.47,93.05,120.09,254.59,19.25,721.58,30.55,18.1,241.01,102.92,48.62,481.61,69.03,49.13,27.34,214.09,172.65,96.3,820.08,217.25,72.17,43.75,45.04,800.92,77.22,123.23,73.46,156.84,59.66,134.78,87.87,31.25,65.82,109.78,20.06,40.87,434.81,24.16,313.02,99.51,365.94,225.64,157.68,225.91,269.53,200.33,79.98,63.54,83.44,81.93,57.32,139.01,303.17,96.31,156.99,621.48,224.69,229.68,212.75,2852.86,109.74,92.06,3.08,222.08,136.9,106.36,280.45,26.61,501.96,137.51,77.14,39.31,82.6,161.39
